Progress,Duration (in seconds),consent,gender,gender_3_TEXT,ethnicity,ethnicity_10_TEXT,age,attention_check_rec,attention_check,tribe_preference,choleric_definition,comments,condition,condition_1-tribe_a-positive_trait_1,condition_1-tribe_a-positive_trait_2,condition_1-tribe_a-positive_trait_3,condition_1-tribe_a-positive_trait_4,condition_1-tribe_a-positive_trait_5,condition_1-tribe_a-positive_trait_6,condition_1-tribe_a-negative_trait_1,condition_1-tribe_a-negative_trait_2,condition_1-tribe_a-negative_trait_3,condition_1-tribe_a-negative_trait_4,condition_1-tribe_a-negative_trait_5,condition_1-tribe_a-negative_trait_6,condition_1-tribe_b-positive_trait_1,condition_1-tribe_b-positive_trait_2,condition_1-tribe_b-positive_trait_3,condition_1-tribe_b-positive_trait_4,condition_1-tribe_b-positive_trait_5,condition_1-tribe_b-positive_trait_6,condition_1-tribe_b-negative_trait_1,condition_1-tribe_b-negative_trait_2,condition_1-tribe_b-negative_trait_3,condition_1-tribe_b-negative_trait_4,condition_1-tribe_b-negative_trait_5,condition_1-tribe_b-negative_trait_6,condition_2-tribe_a-positive_trait_1,condition_2-tribe_a-positive_trait_2,condition_2-tribe_a-positive_trait_3,condition_2-tribe_a-positive_trait_4,condition_2-tribe_a-positive_trait_5,condition_2-tribe_a-positive_trait_6,condition_2-tribe_a-negative_trait_1,condition_2-tribe_a-negative_trait_2,condition_2-tribe_a-negative_trait_3,condition_2-tribe_a-negative_trait_4,condition_2-tribe_a-negative_trait_5,condition_2-tribe_a-negative_trait_6,condition_2-tribe_b-positive_trait_1,condition_2-tribe_b-positive_trait_2,condition_2-tribe_b-positive_trait_3,condition_2-tribe_b-positive_trait_4,condition_2-tribe_b-positive_trait_5,condition_2-tribe_b-positive_trait_6,condition_2-tribe_b-negative_trait_1,condition_2-tribe_b-negative_trait_2,condition_2-tribe_b-negative_trait_3,condition_2-tribe_b-negative_trait_4,condition_2-tribe_b-negative_trait_5,condition_2-tribe_b-negative_trait_6,condition_3-tribe_b-positive_trait_1,condition_3-tribe_b-positive_trait_2,condition_3-tribe_b-positive_trait_3,condition_3-tribe_b-positive_trait_4,condition_3-tribe_b-positive_trait_5,condition_3-tribe_b-positive_trait_6,condition_3-tribe_b-negative_trait_1,condition_3-tribe_b-negative_trait_2,condition_3-tribe_b-negative_trait_3,condition_3-tribe_b-negative_trait_4,condition_3-tribe_b-negative_trait_5,condition_3-tribe_b-negative_trait_6,condition_3-tribe_a-positive_trait_1,condition_3-tribe_a-positive_trait_2,condition_3-tribe_a-positive_trait_3,condition_3-tribe_a-positive_trait_4,condition_3-tribe_a-positive_trait_5,condition_3-tribe_a-positive_trait_6,condition_3-tribe_a-negative_trait_1,condition_3-tribe_a-negative_trait_2,condition_3-tribe_a-negative_trait_3,condition_3-tribe_a-negative_trait_4,condition_3-tribe_a-negative_trait_5,condition_3-tribe_a-negative_trait_6,condition_4-tribe_b-positive_trait_1,condition_4-tribe_b-positive_trait_2,condition_4-tribe_b-positive_trait_3,condition_4-tribe_b-positive_trait_4,condition_4-tribe_b-positive_trait_5,condition_4-tribe_b-positive_trait_6,condition_4-tribe_b-negative_trait_1,condition_4-tribe_b-negative_trait_2,condition_4-tribe_b-negative_trait_3,condition_4-tribe_b-negative_trait_4,condition_4-tribe_b-negative_trait_5,condition_4-tribe_b-negative_trait_6,condition_4-tribe_a-positive_trait_1,condition_4-tribe_a-positive_trait_2,condition_4-tribe_a-positive_trait_3,condition_4-tribe_a-positive_trait_4,condition_4-tribe_a-positive_trait_5,condition_4-tribe_a-positive_trait_6,condition_4-tribe_a-negative_trait_1,condition_4-tribe_a-negative_trait_2,condition_4-tribe_a-negative_trait_3,condition_4-tribe_a-negative_trait_4,condition_4-tribe_a-negative_trait_5,condition_4-tribe_a-negative_trait_6
100,252,1,1.0,,4.0,,40.0,1.0,Pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,Relaxed,,Trustworthy,Resentful,,,,Withdrawn,Egoistic,,Likeable,Funny,,Caring,,Resentful,,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,409,1,2.0,,8.0,,31.0,1.0,pilut,1.0,1.0,,1.0,Tolerant,,Funny,,,Trustworthy,Resentful,,,,Withdrawn,Egoistic,Tolerant,,Funny,,,Trustworthy,,Dumb,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,326,1,1.0,,5.0,,24.0,1.0,pilut,0.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,Relaxed,,,,Dumb,Faithless,,,Egoistic,Tolerant,,,,Caring,Trustworthy,,Dumb,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,179,1,2.0,,5.0,,20.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,Caring,,Resentful,Dumb,,Choleric,,,Tolerant,Likeable,,,,Trustworthy,Resentful,Dumb,,Choleric,,
100,247,1,1.0,,5.0,,20.0,1.0,Pilut,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,Caring,,,,,Choleric,Withdrawn,Egoistic,,Likeable,,Relaxed,,Trustworthy,,,,Choleric,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,196,1,1.0,,5.0,,23.0,1.0,pilut,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,Caring,,,Dumb,Faithless,,Withdrawn,,Tolerant,Likeable,,,Caring,,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,295,1,2.0,,5.0,,34.0,1.0,pilut,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,Caring,Trustworthy,,,Faithless,Choleric,Withdrawn,,Tolerant,Likeable,Funny,,,,,,Faithless,Choleric,Withdrawn,
100,316,1,1.0,,4.0,,19.0,1.0,Pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,Caring,Trustworthy,,Dumb,Faithless,,Withdrawn,,Tolerant,Likeable,Funny,,,,,Dumb,Faithless,,Withdrawn,
100,324,1,2.0,,5.0,,34.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,Caring,,Resentful,Dumb,,Choleric,,,,,Funny,Relaxed,,Trustworthy,Resentful,Dumb,,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,180,1,2.0,,4.0,,19.0,1.0,pilut,1.0,1.0,,1.0,,,Funny,Relaxed,Caring,,Resentful,Dumb,,,,Egoistic,,,Funny,Relaxed,Caring,,,,Faithless,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,220,1,1.0,,4.0,,66.0,1.0,Pilut,0.0,1.0,,1.0,,Likeable,,,Caring,Trustworthy,Resentful,,Faithless,Choleric,,,,Likeable,,,Caring,Trustworthy,,Dumb,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,179,1,1.0,,5.0,,18.0,1.0,pilut,0.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,,Trustworthy,Resentful,,,Choleric,,Egoistic,Tolerant,,Funny,,,Trustworthy,,Dumb,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,274,1,1.0,,5.0,,22.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,,Trustworthy,,Dumb,,Choleric,,Egoistic,Tolerant,,,Relaxed,Caring,,,Dumb,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,233,1,1.0,,5.0,,26.0,1.0,pilut,0.0,2.0,,1.0,Tolerant,Likeable,,Relaxed,,,,Dumb,Faithless,,Withdrawn,,Tolerant,Likeable,,Relaxed,,,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,160,1,2.0,,9.0,,28.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,Caring,,Resentful,,,Choleric,,Egoistic,,Likeable,,Relaxed,,Trustworthy,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,402,1,2.0,,9.0,,41.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,Caring,Trustworthy,Resentful,,Faithless,Choleric,,,Tolerant,Likeable,Funny,,,,Resentful,,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,222,1,1.0,,5.0,,21.0,1.0,Pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,Caring,,,Dumb,,,Withdrawn,Egoistic,,,Funny,Relaxed,,Trustworthy,,Dumb,,,Withdrawn,Egoistic
100,139,1,2.0,,5.0,,19.0,1.0,pilut,0.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,,Caring,Trustworthy,,Dumb,Faithless,Choleric,,,,Likeable,Funny,Relaxed,,,,Dumb,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,275,1,1.0,,4.0,,23.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,Relaxed,,Trustworthy,Resentful,,,,Withdrawn,Egoistic,,Likeable,Funny,,Caring,,Resentful,,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,228,1,2.0,,5.0,,27.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,Relaxed,,,Resentful,Dumb,,,,Egoistic,,Likeable,Funny,Relaxed,,,,,Faithless,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,218,1,2.0,,4.0,,47.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,Caring,,Resentful,,Faithless,,Withdrawn,,,,Funny,Relaxed,,Trustworthy,Resentful,,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,288,1,1.0,,5.0,,21.0,1.0,Pilut,1.0,1.0,,1.0,Tolerant,Likeable,Funny,,,,Resentful,Dumb,,,Withdrawn,,Tolerant,Likeable,Funny,,,,,,Faithless,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,264,1,1.0,,5.0,,35.0,1.0,pilut,1.0,2.0,   ,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,Relaxed,,Trustworthy,,Dumb,Faithless,Choleric,,,Tolerant,,,Relaxed,,Trustworthy,Resentful,,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,260,1,1.0,,5.0,,22.0,1.0,Pilut,0.0,1.0,,1.0,Tolerant,,Funny,,,Trustworthy,Resentful,Dumb,Faithless,,,,Tolerant,,Funny,,,Trustworthy,,,,Choleric,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,208,1,1.0,,5.0,,37.0,1.0,pilut,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,,,Faithless,Choleric,,Egoistic,,Likeable,,Relaxed,Caring,,Resentful,Dumb,,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,251,1,2.0,,5.0,,23.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,,Caring,Trustworthy,,Dumb,Faithless,,Withdrawn,,Tolerant,Likeable,,Relaxed,,,,Dumb,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,190,1,2.0,,4.0,,24.0,1.0,pilut,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,,Caring,Trustworthy,,Dumb,Faithless,,Withdrawn,,Tolerant,,,,Caring,Trustworthy,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,202,1,2.0,,4.0,,45.0,1.0,Pilut,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,,Trustworthy,Resentful,,Faithless,,,Egoistic,Tolerant,,Funny,,,Trustworthy,,Dumb,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,486,1,1.0,,5.0,,31.0,1.0,pilut,0.0,4.0,,1.0,Tolerant,,,Relaxed,Caring,,,Dumb,,,Withdrawn,Egoistic,Tolerant,,,Relaxed,Caring,,Resentful,,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,289,1,1.0,,6.0,,36.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,,Trustworthy,Resentful,,Faithless,,,Egoistic,Tolerant,,,Relaxed,Caring,,Resentful,,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,319,1,2.0,,4.0,,38.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,,Trustworthy,,Dumb,Faithless,Choleric,,,,Likeable,Funny,,,Trustworthy,Resentful,,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,198,1,2.0,,5.0,,23.0,1.0,pilut,1.0,1.0,,1.0,,Likeable,,Relaxed,Caring,,Resentful,Dumb,,Choleric,,,,Likeable,,Relaxed,Caring,,,,Faithless,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,174,1,2.0,,5.0,,21.0,1.0,pilut,0.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,Caring,Trustworthy,,,Faithless,Choleric,,Egoistic,Tolerant,Likeable,Funny,,,,,,Faithless,Choleric,,Egoistic
100,430,1,2.0,,5.0,,21.0,1.0,pilut,1.0,1.0,,1.0,Tolerant,Likeable,,,Caring,,Resentful,,,Choleric,,Egoistic,Tolerant,Likeable,,,Caring,,,Dumb,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,157,1,2.0,,4.0,,19.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,,Trustworthy,,Dumb,,Choleric,,Egoistic,,,Funny,Relaxed,Caring,,,Dumb,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,367,1,2.0,,5.0,,24.0,1.0,pilut,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,,Trustworthy,,,Faithless,Choleric,,Egoistic,,Likeable,,Relaxed,,Trustworthy,Resentful,Dumb,,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,238,1,2.0,,4.0,,27.0,1.0,pilut,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,Relaxed,Caring,,,Dumb,Faithless,,Withdrawn,,Tolerant,,,Relaxed,Caring,,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,411,1,1.0,,5.0,,27.0,1.0,pilut,1.0,1.0,,1.0,,Likeable,Funny,,Caring,,,,Faithless,Choleric,,Egoistic,,Likeable,Funny,,Caring,,Resentful,Dumb,,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,245,1,1.0,,4.0,,21.0,1.0,pilut,1.0,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,,Trustworthy,Resentful,Dumb,,,,Egoistic,,,Funny,Relaxed,Caring,,Resentful,Dumb,,,,Egoistic
100,456,1,2.0,,5.0,,27.0,1.0,pilut,0.0,2.0,,1.0,Tolerant,,,Relaxed,,Trustworthy,,Dumb,Faithless,,Withdrawn,,Tolerant,,,Relaxed,,Trustworthy,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,297,1,2.0,,5.0,,28.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,Caring,,,,Faithless,Choleric,Withdrawn,,,Likeable,,Relaxed,,Trustworthy,,,Faithless,Choleric,Withdrawn,
100,213,1,2.0,,5.0,,18.0,1.0,pilut,1.0,2.0,,1.0,Tolerant,,Funny,Relaxed,,,,Dumb,,Choleric,,Egoistic,Tolerant,,Funny,Relaxed,,,Resentful,,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,141,1,2.0,,5.0,,23.0,1.0,pilut,0.0,2.0,,1.0,,Likeable,Funny,,Caring,,Resentful,,Faithless,,Withdrawn,,,Likeable,Funny,,Caring,,,Dumb,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,404,1,2.0,,5.0,,31.0,1.0,pilut,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,,Trustworthy,Resentful,Dumb,,,Withdrawn,,Tolerant,,Funny,,,Trustworthy,,,Faithless,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,244,1,2.0,,5.0,,19.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,,Dumb,Faithless,,,Egoistic,,Likeable,,Relaxed,Caring,,Resentful,,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,197,1,2.0,,5.0,,20.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,,Trustworthy,Resentful,Dumb,,,Withdrawn,,Tolerant,Likeable,,,Caring,,Resentful,Dumb,,,Withdrawn,
100,447,1,1.0,,5.0,,30.0,1.0,Pilut,0.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,,Trustworthy,Resentful,,Faithless,,Withdrawn,,,,Funny,Relaxed,Caring,,Resentful,,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,248,1,2.0,,5.0,,33.0,1.0,pilut,1.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,Relaxed,,,Resentful,,,,Withdrawn,Egoistic,,,Funny,,Caring,Trustworthy,Resentful,,,,Withdrawn,Egoistic
100,254,1,2.0,,5.0,,28.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,,Trustworthy,Resentful,,Faithless,Choleric,,,Tolerant,,,Relaxed,Caring,,Resentful,,Faithless,Choleric,,
100,303,1,1.0,,5.0,,28.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,Caring,,,Dumb,Faithless,,Withdrawn,,Tolerant,,,Relaxed,,Trustworthy,,Dumb,Faithless,,Withdrawn,
100,263,1,1.0,,5.0,,25.0,1.0,pilut,1.0,2.0,,1.0,Tolerant,Likeable,,,,Trustworthy,,,Faithless,Choleric,,Egoistic,Tolerant,Likeable,,,,Trustworthy,Resentful,Dumb,,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,309,1,2.0,,5.0,,19.0,1.0,pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,,Trustworthy,Resentful,Dumb,,Choleric,,,Tolerant,,Funny,,Caring,,Resentful,Dumb,,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,256,1,1.0,,5.0,,21.0,1.0,pilut,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,,Caring,Trustworthy,Resentful,,,Choleric,Withdrawn,,,,Funny,,Caring,Trustworthy,,Dumb,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,261,1,2.0,,5.0,,25.0,1.0,pilut,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,Caring,,,,Faithless,Choleric,,Egoistic,Tolerant,Likeable,,,,Trustworthy,,,Faithless,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,455,1,2.0,,5.0,,22.0,1.0,pilut,0.0,1.0,,1.0,,,Funny,Relaxed,,Trustworthy,,Dumb,,Choleric,Withdrawn,,,,Funny,Relaxed,,Trustworthy,Resentful,,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,216,1,1.0,,5.0,,22.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,Caring,Trustworthy,,Dumb,Faithless,Choleric,,,Tolerant,Likeable,Funny,,,,,Dumb,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,318,1,2.0,,5.0,,21.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,,Trustworthy,Resentful,,Faithless,,,Egoistic,,,Funny,Relaxed,,Trustworthy,,Dumb,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,259,1,1.0,,5.0,,31.0,1.0,Pilut,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,Resentful,Dumb,,,,Egoistic,Tolerant,,Funny,,,Trustworthy,Resentful,Dumb,,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,249,1,1.0,,5.0,,21.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,Caring,,,Dumb,Faithless,,Withdrawn,,,,Funny,Relaxed,,Trustworthy,,Dumb,Faithless,,Withdrawn,
100,299,1,1.0,,4.0,,35.0,1.0,Pilut,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,Funny,,,,,,Faithless,Choleric,,Egoistic,,,,Relaxed,Caring,Trustworthy,,,Faithless,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,285,1,2.0,,5.0,,31.0,1.0,pilut,1.0,1.0,,1.0,,Likeable,,Relaxed,,Trustworthy,Resentful,,,,Withdrawn,Egoistic,,Likeable,,Relaxed,,Trustworthy,,Dumb,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,346,1,1.0,,4.0,,26.0,1.0,Pilut,0.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,Funny,,,,,,Faithless,Choleric,Withdrawn,,,,,Relaxed,Caring,Trustworthy,,,Faithless,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,228,1,2.0,,5.0,,32.0,1.0,Pilut,0.0,2.0,,1.0,Tolerant,,,Relaxed,Caring,,Resentful,,Faithless,,,Egoistic,Tolerant,,,Relaxed,Caring,,,Dumb,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
